what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367816835291
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367816836477
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367816886351
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367816886524
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367817055760
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367817258388
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367817267293
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817290203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817290589
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817344000
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817351308
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1367817392174
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1367817393555
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1367817395470
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.undo",1367817396066
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1367817397841
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1367817403052
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.cut",1367817417357
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1367817420591
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817456075
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817459847
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367817486785
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367817493994
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367817499879
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367820422044
