what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805229617
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805229767
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805229909
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805230054
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805230180
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805230304
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805230449
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1367805230783
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367805256809
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367805304101
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805307818
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805410972
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367805444145
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367805482781
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805484143
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805510344
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805518452
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367805570948
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367805858296
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1367805904878
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1367805906907
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367805921059
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367806020320
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814009342
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814842288
