what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367892885961
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367892976667
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367892978731
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367893495502
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1367893495519
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367893498027
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367972737634
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367972742567
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978673257
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978686884
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978707429
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978708391
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978708790
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978722284
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978762037
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.edit.text.openLocalFile",1367978762359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978762923
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978816022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978820296
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978887321
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1367978926601
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978951600
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367978969168
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367978976215
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1367978985478
