what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814847776
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814864508
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367814878876
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814878879
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814923678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367814929201
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815140063
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815283570
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815351445
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367815402681
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367815407398
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367815489239
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815490162
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815496341
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815505711
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815837873
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815840953
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815858515
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815868659
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1367815869213
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367815914849
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367815926918
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1367815974270
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.file.save",1367815978091
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1367815980496
